,Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
28586,morrer,cristina-buarque,11,2666,Mulher,1950-1959,RJ,Cristina Buarque
28587,mudar,cristina-buarque,1,1098,Mulher,1950-1959,RJ,Cristina Buarque
28588,mulher,cristina-buarque,13,2994,Mulher,1950-1959,RJ,Cristina Buarque
28589,mundo,cristina-buarque,2,3522,Mulher,1950-1959,RJ,Cristina Buarque
28590,mão,cristina-buarque,1,2300,Mulher,1950-1959,RJ,Cristina Buarque
28591,nascer,cristina-buarque,1,1401,Mulher,1950-1959,RJ,Cristina Buarque
28592,ninguém,cristina-buarque,8,3085,Mulher,1950-1959,RJ,Cristina Buarque
28593,noite,cristina-buarque,3,2864,Mulher,1950-1959,RJ,Cristina Buarque
28594,novo,cristina-buarque,1,1685,Mulher,1950-1959,RJ,Cristina Buarque
28595,nunca,cristina-buarque,1,2565,Mulher,1950-1959,RJ,Cristina Buarque
28596,olhar,cristina-buarque,1,4919,Mulher,1950-1959,RJ,Cristina Buarque
28597,olho,cristina-buarque,1,1668,Mulher,1950-1959,RJ,Cristina Buarque
28598,outro,cristina-buarque,1,2805,Mulher,1950-1959,RJ,Cristina Buarque
28599,pagar,cristina-buarque,4,832,Mulher,1950-1959,RJ,Cristina Buarque
28600,parir,cristina-buarque,5,3158,Mulher,1950-1959,RJ,Cristina Buarque
28601,passar,cristina-buarque,10,4368,Mulher,1950-1959,RJ,Cristina Buarque
28602,pedir,cristina-buarque,2,2118,Mulher,1950-1959,RJ,Cristina Buarque
28603,peitar,cristina-buarque,3,1462,Mulher,1950-1959,RJ,Cristina Buarque
28604,penar,cristina-buarque,5,1260,Mulher,1950-1959,RJ,Cristina Buarque
28605,pensar,cristina-buarque,6,2418,Mulher,1950-1959,RJ,Cristina Buarque
28606,perder,cristina-buarque,2,2443,Mulher,1950-1959,RJ,Cristina Buarque
28607,perdoar,cristina-buarque,1,606,Mulher,1950-1959,RJ,Cristina Buarque
28608,perdão,cristina-buarque,2,586,Mulher,1950-1959,RJ,Cristina Buarque
28609,perguntar,cristina-buarque,3,563,Mulher,1950-1959,RJ,Cristina Buarque
28610,pobre,cristina-buarque,1,635,Mulher,1950-1959,RJ,Cristina Buarque
28611,poder,cristina-buarque,25,7634,Mulher,1950-1959,RJ,Cristina Buarque
28612,pouco,cristina-buarque,1,1124,Mulher,1950-1959,RJ,Cristina Buarque
28613,prazer,cristina-buarque,6,1042,Mulher,1950-1959,RJ,Cristina Buarque
28614,precisar,cristina-buarque,1,2443,Mulher,1950-1959,RJ,Cristina Buarque
28615,procurar,cristina-buarque,7,2198,Mulher,1950-1959,RJ,Cristina Buarque
28616,pé,cristina-buarque,1,1424,Mulher,1950-1959,RJ,Cristina Buarque
28617,quase,cristina-buarque,1,764,Mulher,1950-1959,RJ,Cristina Buarque
28618,rir,cristina-buarque,7,839,Mulher,1950-1959,RJ,Cristina Buarque
28619,rodar,cristina-buarque,2,884,Mulher,1950-1959,RJ,Cristina Buarque
28620,sambar,cristina-buarque,16,6306,Mulher,1950-1959,RJ,Cristina Buarque
28621,saudade,cristina-buarque,8,2670,Mulher,1950-1959,RJ,Cristina Buarque
28622,sempre,cristina-buarque,10,3360,Mulher,1950-1959,RJ,Cristina Buarque
28623,sentir,cristina-buarque,4,3125,Mulher,1950-1959,RJ,Cristina Buarque
28624,sofrer,cristina-buarque,7,2090,Mulher,1950-1959,RJ,Cristina Buarque
28625,sol,cristina-buarque,2,2154,Mulher,1950-1959,RJ,Cristina Buarque
28626,solidão,cristina-buarque,1,878,Mulher,1950-1959,RJ,Cristina Buarque
28627,sorrir,cristina-buarque,6,1303,Mulher,1950-1959,RJ,Cristina Buarque
28628,sorriso,cristina-buarque,2,896,Mulher,1950-1959,RJ,Cristina Buarque
28629,suar,cristina-buarque,3,3445,Mulher,1950-1959,RJ,Cristina Buarque
28630,subir,cristina-buarque,1,519,Mulher,1950-1959,RJ,Cristina Buarque
28631,tempo,cristina-buarque,4,3470,Mulher,1950-1959,RJ,Cristina Buarque
28632,tentar,cristina-buarque,1,1107,Mulher,1950-1959,RJ,Cristina Buarque
28633,trazer,cristina-buarque,5,1614,Mulher,1950-1959,RJ,Cristina Buarque
28634,triste,cristina-buarque,3,1063,Mulher,1950-1959,RJ,Cristina Buarque
28635,ver,cristina-buarque,8,9632,Mulher,1950-1959,RJ,Cristina Buarque
28636,verdade,cristina-buarque,1,1075,Mulher,1950-1959,RJ,Cristina Buarque
28637,vida,cristina-buarque,9,6401,Mulher,1950-1959,RJ,Cristina Buarque
28638,viver,cristina-buarque,17,4828,Mulher,1950-1959,RJ,Cristina Buarque
28639,voltar,cristina-buarque,1,3429,Mulher,1950-1959,RJ,Cristina Buarque
28640,voz,cristina-buarque,1,1099,Mulher,1950-1959,RJ,Cristina Buarque
28641,abrir,daniel-collete,1,912,Homem,1960-1969,RJ,Daniel Collete
28642,amor,daniel-collete,2,31458,Homem,1960-1969,RJ,Daniel Collete
28643,ar,daniel-collete,1,778,Homem,1960-1969,RJ,Daniel Collete
28644,braço,daniel-collete,1,799,Homem,1960-1969,RJ,Daniel Collete
28645,cantar,daniel-collete,2,8891,Homem,1960-1969,RJ,Daniel Collete
28646,cor,daniel-collete,1,821,Homem,1960-1969,RJ,Daniel Collete
28647,dor,daniel-collete,1,2290,Homem,1960-1969,RJ,Daniel Collete
28648,fé,daniel-collete,1,861,Homem,1960-1969,RJ,Daniel Collete
28649,homem,daniel-collete,1,1384,Homem,1960-1969,RJ,Daniel Collete
28650,inteirar,daniel-collete,1,1032,Homem,1960-1969,RJ,Daniel Collete
28651,luzir,daniel-collete,1,1704,Homem,1960-1969,RJ,Daniel Collete
28652,mãe,daniel-collete,1,789,Homem,1960-1969,RJ,Daniel Collete
28653,negro,daniel-collete,1,671,Homem,1960-1969,RJ,Daniel Collete
28654,nunca,daniel-collete,1,2565,Homem,1960-1969,RJ,Daniel Collete
28655,parir,daniel-collete,1,3158,Homem,1960-1969,RJ,Daniel Collete
28656,paz,daniel-collete,1,1855,Homem,1960-1969,RJ,Daniel Collete
28657,pedir,daniel-collete,1,2118,Homem,1960-1969,RJ,Daniel Collete
28658,suar,daniel-collete,1,3445,Homem,1960-1969,RJ,Daniel Collete
28659,terra,daniel-collete,1,1295,Homem,1960-1969,RJ,Daniel Collete
28660,vida,daniel-collete,3,6401,Homem,1960-1969,RJ,Daniel Collete
28661,abrir,darlan-alves,1,912,Homem,1970-1979,DF,Darlan Alves
28662,acreditar,darlan-alves,1,756,Homem,1970-1979,DF,Darlan Alves
28663,agora,darlan-alves,1,2881,Homem,1970-1979,DF,Darlan Alves
28664,almo,darlan-alves,1,613,Homem,1970-1979,DF,Darlan Alves
28665,além,darlan-alves,2,940,Homem,1970-1979,DF,Darlan Alves
28666,amor,darlan-alves,10,31458,Homem,1970-1979,DF,Darlan Alves
28667,ano,darlan-alves,1,667,Homem,1970-1979,DF,Darlan Alves
28668,apaixonar,darlan-alves,1,714,Homem,1970-1979,DF,Darlan Alves
28669,azul,darlan-alves,1,668,Homem,1970-1979,DF,Darlan Alves
28670,beijar,darlan-alves,2,1982,Homem,1970-1979,DF,Darlan Alves
28671,bom,darlan-alves,2,3691,Homem,1970-1979,DF,Darlan Alves
28672,brasil,darlan-alves,1,1094,Homem,1970-1979,DF,Darlan Alves
28673,brasileiro,darlan-alves,1,549,Homem,1970-1979,DF,Darlan Alves
28674,braço,darlan-alves,1,799,Homem,1970-1979,DF,Darlan Alves
28675,brincar,darlan-alves,2,742,Homem,1970-1979,DF,Darlan Alves
28676,cantar,darlan-alves,8,8891,Homem,1970-1979,DF,Darlan Alves
28677,canção,darlan-alves,1,1030,Homem,1970-1979,DF,Darlan Alves
28678,carnaval,darlan-alves,2,816,Homem,1970-1979,DF,Darlan Alves
28679,caro,darlan-alves,1,2089,Homem,1970-1979,DF,Darlan Alves
28680,chegar,darlan-alves,2,4489,Homem,1970-1979,DF,Darlan Alves
28681,cheio,darlan-alves,1,743,Homem,1970-1979,DF,Darlan Alves
28682,chão,darlan-alves,2,1037,Homem,1970-1979,DF,Darlan Alves
28683,comer,darlan-alves,2,4536,Homem,1970-1979,DF,Darlan Alves
28684,conseguir,darlan-alves,1,767,Homem,1970-1979,DF,Darlan Alves
28685,coração,darlan-alves,2,6266,Homem,1970-1979,DF,Darlan Alves
28686,corpo,darlan-alves,1,1523,Homem,1970-1979,DF,Darlan Alves
28687,criança,darlan-alves,2,708,Homem,1970-1979,DF,Darlan Alves
28688,céu,darlan-alves,1,2061,Homem,1970-1979,DF,Darlan Alves
28689,dançar,darlan-alves,1,1429,Homem,1970-1979,DF,Darlan Alves
28690,dizer,darlan-alves,1,8012,Homem,1970-1979,DF,Darlan Alves
28691,emoção,darlan-alves,1,671,Homem,1970-1979,DF,Darlan Alves
28692,esperançar,darlan-alves,1,622,Homem,1970-1979,DF,Darlan Alves
28693,esquecer,darlan-alves,1,2291,Homem,1970-1979,DF,Darlan Alves
28694,feliz,darlan-alves,1,2585,Homem,1970-1979,DF,Darlan Alves
28695,fim,darlan-alves,1,1834,Homem,1970-1979,DF,Darlan Alves
28696,flor,darlan-alves,1,1265,Homem,1970-1979,DF,Darlan Alves
28697,fé,darlan-alves,1,861,Homem,1970-1979,DF,Darlan Alves
28698,ganhar,darlan-alves,1,720,Homem,1970-1979,DF,Darlan Alves
28699,gritar,darlan-alves,1,642,Homem,1970-1979,DF,Darlan Alves
28700,história,darlan-alves,2,728,Homem,1970-1979,DF,Darlan Alves
28701,hora,darlan-alves,3,2096,Homem,1970-1979,DF,Darlan Alves
28702,inteirar,darlan-alves,2,1032,Homem,1970-1979,DF,Darlan Alves
28703,jeito,darlan-alves,1,1733,Homem,1970-1979,DF,Darlan Alves
28704,jogar,darlan-alves,1,1562,Homem,1970-1979,DF,Darlan Alves
28705,lembrar,darlan-alves,1,1250,Homem,1970-1979,DF,Darlan Alves
28706,ler,darlan-alves,1,934,Homem,1970-1979,DF,Darlan Alves
28707,linda,darlan-alves,1,843,Homem,1970-1979,DF,Darlan Alves
28708,lindo,darlan-alves,1,954,Homem,1970-1979,DF,Darlan Alves
28709,lua,darlan-alves,1,1323,Homem,1970-1979,DF,Darlan Alves
28710,lutar,darlan-alves,1,636,Homem,1970-1979,DF,Darlan Alves
28711,luzir,darlan-alves,1,1704,Homem,1970-1979,DF,Darlan Alves
28712,maior,darlan-alves,2,628,Homem,1970-1979,DF,Darlan Alves
28713,mal,darlan-alves,1,1934,Homem,1970-1979,DF,Darlan Alves
28714,mar,darlan-alves,1,2991,Homem,1970-1979,DF,Darlan Alves
28715,medo,darlan-alves,2,979,Homem,1970-1979,DF,Darlan Alves
28716,mil,darlan-alves,1,621,Homem,1970-1979,DF,Darlan Alves
28717,momento,darlan-alves,2,820,Homem,1970-1979,DF,Darlan Alves
28718,mudar,darlan-alves,1,1098,Homem,1970-1979,DF,Darlan Alves
28719,mundo,darlan-alves,2,3522,Homem,1970-1979,DF,Darlan Alves
28720,mão,darlan-alves,1,2300,Homem,1970-1979,DF,Darlan Alves
28721,nascer,darlan-alves,3,1401,Homem,1970-1979,DF,Darlan Alves
28722,noite,darlan-alves,1,2864,Homem,1970-1979,DF,Darlan Alves
28723,novo,darlan-alves,1,1685,Homem,1970-1979,DF,Darlan Alves
28724,nunca,darlan-alves,1,2565,Homem,1970-1979,DF,Darlan Alves
28725,olhar,darlan-alves,1,4919,Homem,1970-1979,DF,Darlan Alves
28726,olho,darlan-alves,1,1668,Homem,1970-1979,DF,Darlan Alves
28727,paixão,darlan-alves,1,1591,Homem,1970-1979,DF,Darlan Alves
28728,partir,darlan-alves,1,1209,Homem,1970-1979,DF,Darlan Alves
28729,passar,darlan-alves,1,4368,Homem,1970-1979,DF,Darlan Alves
28730,paz,darlan-alves,1,1855,Homem,1970-1979,DF,Darlan Alves
28731,peitar,darlan-alves,2,1462,Homem,1970-1979,DF,Darlan Alves
28732,pelo,darlan-alves,1,598,Homem,1970-1979,DF,Darlan Alves
28733,pensar,darlan-alves,1,2418,Homem,1970-1979,DF,Darlan Alves
28734,poder,darlan-alves,2,7634,Homem,1970-1979,DF,Darlan Alves
28735,povo,darlan-alves,1,1256,Homem,1970-1979,DF,Darlan Alves
28736,primeiro,darlan-alves,2,882,Homem,1970-1979,DF,Darlan Alves
28737,rosar,darlan-alves,1,725,Homem,1970-1979,DF,Darlan Alves
28738,salvar,darlan-alves,2,931,Homem,1970-1979,DF,Darlan Alves
28739,sambar,darlan-alves,1,6306,Homem,1970-1979,DF,Darlan Alves
28740,saudade,darlan-alves,2,2670,Homem,1970-1979,DF,Darlan Alves
28741,sentir,darlan-alves,1,3125,Homem,1970-1979,DF,Darlan Alves
28742,som,darlan-alves,1,643,Homem,1970-1979,DF,Darlan Alves
28743,sonhar,darlan-alves,1,2462,Homem,1970-1979,DF,Darlan Alves
28744,sorrir,darlan-alves,1,1303,Homem,1970-1979,DF,Darlan Alves
28745,subir,darlan-alves,1,519,Homem,1970-1979,DF,Darlan Alves
28746,tempo,darlan-alves,4,3470,Homem,1970-1979,DF,Darlan Alves
28747,trazer,darlan-alves,1,1614,Homem,1970-1979,DF,Darlan Alves
28748,valer,darlan-alves,1,1283,Homem,1970-1979,DF,Darlan Alves
28749,ver,darlan-alves,3,9632,Homem,1970-1979,DF,Darlan Alves
28750,vida,darlan-alves,2,6401,Homem,1970-1979,DF,Darlan Alves
28751,abrir,ederaldo-gentil,1,912,Homem,1940-1949,BA,Ederaldo Gentil
28752,acabar,ederaldo-gentil,2,1832,Homem,1940-1949,BA,Ederaldo Gentil
28753,acordar,ederaldo-gentil,1,698,Homem,1940-1949,BA,Ederaldo Gentil
28754,agora,ederaldo-gentil,1,2881,Homem,1940-1949,BA,Ederaldo Gentil
28755,alegria,ederaldo-gentil,1,1494,Homem,1940-1949,BA,Ederaldo Gentil
28756,almo,ederaldo-gentil,2,613,Homem,1940-1949,BA,Ederaldo Gentil
28757,amar,ederaldo-gentil,1,9816,Homem,1940-1949,BA,Ederaldo Gentil
28758,amor,ederaldo-gentil,12,31458,Homem,1940-1949,BA,Ederaldo Gentil
28759,andar,ederaldo-gentil,1,1990,Homem,1940-1949,BA,Ederaldo Gentil
28760,apenas,ederaldo-gentil,4,538,Homem,1940-1949,BA,Ederaldo Gentil
28761,bahia,ederaldo-gentil,6,658,Homem,1940-1949,BA,Ederaldo Gentil
28762,beleza,ederaldo-gentil,1,765,Homem,1940-1949,BA,Ederaldo Gentil
28763,branco,ederaldo-gentil,3,706,Homem,1940-1949,BA,Ederaldo Gentil
28764,brilhar,ederaldo-gentil,1,921,Homem,1940-1949,BA,Ederaldo Gentil
28765,cair,ederaldo-gentil,2,1544,Homem,1940-1949,BA,Ederaldo Gentil
28766,calor,ederaldo-gentil,1,629,Homem,1940-1949,BA,Ederaldo Gentil
28767,caminhar,ederaldo-gentil,1,1179,Homem,1940-1949,BA,Ederaldo Gentil
28768,cantar,ederaldo-gentil,8,8891,Homem,1940-1949,BA,Ederaldo Gentil
28769,canção,ederaldo-gentil,1,1030,Homem,1940-1949,BA,Ederaldo Gentil
28770,chegar,ederaldo-gentil,2,4489,Homem,1940-1949,BA,Ederaldo Gentil
28771,chorar,ederaldo-gentil,1,4386,Homem,1940-1949,BA,Ederaldo Gentil
28772,chuva,ederaldo-gentil,1,635,Homem,1940-1949,BA,Ederaldo Gentil
28773,cidade,ederaldo-gentil,2,1002,Homem,1940-1949,BA,Ederaldo Gentil
28774,cima,ederaldo-gentil,2,979,Homem,1940-1949,BA,Ederaldo Gentil
28775,coisa,ederaldo-gentil,1,2410,Homem,1940-1949,BA,Ederaldo Gentil
28776,comer,ederaldo-gentil,2,4536,Homem,1940-1949,BA,Ederaldo Gentil
28777,como,ederaldo-gentil,8,3838,Homem,1940-1949,BA,Ederaldo Gentil
28778,conseguir,ederaldo-gentil,1,767,Homem,1940-1949,BA,Ederaldo Gentil
28779,coração,ederaldo-gentil,1,6266,Homem,1940-1949,BA,Ederaldo Gentil
28780,céu,ederaldo-gentil,1,2061,Homem,1940-1949,BA,Ederaldo Gentil
28781,depois,ederaldo-gentil,1,1839,Homem,1940-1949,BA,Ederaldo Gentil
28782,deus,ederaldo-gentil,1,3257,Homem,1940-1949,BA,Ederaldo Gentil
28783,dever,ederaldo-gentil,3,955,Homem,1940-1949,BA,Ederaldo Gentil
28784,dia,ederaldo-gentil,6,4842,Homem,1940-1949,BA,Ederaldo Gentil
28785,dizer,ederaldo-gentil,1,8012,Homem,1940-1949,BA,Ederaldo Gentil
28786,doce,ederaldo-gentil,1,690,Homem,1940-1949,BA,Ederaldo Gentil
28787,dono,ederaldo-gentil,1,564,Homem,1940-1949,BA,Ederaldo Gentil
28788,dor,ederaldo-gentil,2,2290,Homem,1940-1949,BA,Ederaldo Gentil
28789,dormir,ederaldo-gentil,1,868,Homem,1940-1949,BA,Ederaldo Gentil
28790,embora,ederaldo-gentil,1,1492,Homem,1940-1949,BA,Ederaldo Gentil
28791,encontrar,ederaldo-gentil,3,2135,Homem,1940-1949,BA,Ederaldo Gentil
28792,existir,ederaldo-gentil,1,1025,Homem,1940-1949,BA,Ederaldo Gentil
28793,falir,ederaldo-gentil,1,940,Homem,1940-1949,BA,Ederaldo Gentil
28794,faltar,ederaldo-gentil,4,925,Homem,1940-1949,BA,Ederaldo Gentil
28795,felicidade,ederaldo-gentil,5,1110,Homem,1940-1949,BA,Ederaldo Gentil
28796,feliz,ederaldo-gentil,4,2585,Homem,1940-1949,BA,Ederaldo Gentil
28797,ganhar,ederaldo-gentil,1,720,Homem,1940-1949,BA,Ederaldo Gentil
28798,gente,ederaldo-gentil,3,5724,Homem,1940-1949,BA,Ederaldo Gentil
28799,gostar,ederaldo-gentil,2,2259,Homem,1940-1949,BA,Ederaldo Gentil
28800,guardar,ederaldo-gentil,2,807,Homem,1940-1949,BA,Ederaldo Gentil
28801,hoje,ederaldo-gentil,2,2878,Homem,1940-1949,BA,Ederaldo Gentil
28802,hora,ederaldo-gentil,2,2096,Homem,1940-1949,BA,Ederaldo Gentil
28803,ilusão,ederaldo-gentil,1,847,Homem,1940-1949,BA,Ederaldo Gentil
28804,jamais,ederaldo-gentil,2,638,Homem,1940-1949,BA,Ederaldo Gentil
28805,levar,ederaldo-gentil,1,2918,Homem,1940-1949,BA,Ederaldo Gentil
28806,lugar,ederaldo-gentil,2,1602,Homem,1940-1949,BA,Ederaldo Gentil
28807,maior,ederaldo-gentil,6,628,Homem,1940-1949,BA,Ederaldo Gentil
28808,mal,ederaldo-gentil,1,1934,Homem,1940-1949,BA,Ederaldo Gentil
28809,mandar,ederaldo-gentil,1,1580,Homem,1940-1949,BA,Ederaldo Gentil
28810,mar,ederaldo-gentil,2,2991,Homem,1940-1949,BA,Ederaldo Gentil
28811,maria,ederaldo-gentil,4,1022,Homem,1940-1949,BA,Ederaldo Gentil
28812,medo,ederaldo-gentil,1,979,Homem,1940-1949,BA,Ederaldo Gentil
28813,mesmo,ederaldo-gentil,2,2388,Homem,1940-1949,BA,Ederaldo Gentil
28814,momento,ederaldo-gentil,1,820,Homem,1940-1949,BA,Ederaldo Gentil
28815,morar,ederaldo-gentil,2,1152,Homem,1940-1949,BA,Ederaldo Gentil
28816,morrer,ederaldo-gentil,2,2666,Homem,1940-1949,BA,Ederaldo Gentil
28817,mostrar,ederaldo-gentil,3,717,Homem,1940-1949,BA,Ederaldo Gentil
28818,moço,ederaldo-gentil,1,716,Homem,1940-1949,BA,Ederaldo Gentil
28819,mudar,ederaldo-gentil,1,1098,Homem,1940-1949,BA,Ederaldo Gentil
28820,mundo,ederaldo-gentil,8,3522,Homem,1940-1949,BA,Ederaldo Gentil
28821,mão,ederaldo-gentil,9,2300,Homem,1940-1949,BA,Ederaldo Gentil
28822,namorar,ederaldo-gentil,1,737,Homem,1940-1949,BA,Ederaldo Gentil
28823,nascer,ederaldo-gentil,1,1401,Homem,1940-1949,BA,Ederaldo Gentil
28824,negar,ederaldo-gentil,5,1206,Homem,1940-1949,BA,Ederaldo Gentil
28825,noite,ederaldo-gentil,2,2864,Homem,1940-1949,BA,Ederaldo Gentil
28826,nome,ederaldo-gentil,1,928,Homem,1940-1949,BA,Ederaldo Gentil
28827,nunca,ederaldo-gentil,1,2565,Homem,1940-1949,BA,Ederaldo Gentil
28828,outro,ederaldo-gentil,1,2805,Homem,1940-1949,BA,Ederaldo Gentil
28829,ouvir,ederaldo-gentil,1,1639,Homem,1940-1949,BA,Ederaldo Gentil
28830,paixão,ederaldo-gentil,1,1591,Homem,1940-1949,BA,Ederaldo Gentil
28831,parir,ederaldo-gentil,1,3158,Homem,1940-1949,BA,Ederaldo Gentil
28832,paz,ederaldo-gentil,4,1855,Homem,1940-1949,BA,Ederaldo Gentil
28833,pedir,ederaldo-gentil,1,2118,Homem,1940-1949,BA,Ederaldo Gentil
28834,pelo,ederaldo-gentil,1,598,Homem,1940-1949,BA,Ederaldo Gentil
28835,penar,ederaldo-gentil,4,1260,Homem,1940-1949,BA,Ederaldo Gentil
28836,pensar,ederaldo-gentil,3,2418,Homem,1940-1949,BA,Ederaldo Gentil
28837,pobre,ederaldo-gentil,1,635,Homem,1940-1949,BA,Ederaldo Gentil
28838,poder,ederaldo-gentil,2,7634,Homem,1940-1949,BA,Ederaldo Gentil
28839,portar,ederaldo-gentil,1,690,Homem,1940-1949,BA,Ederaldo Gentil
28840,prazer,ederaldo-gentil,1,1042,Homem,1940-1949,BA,Ederaldo Gentil
28841,precisar,ederaldo-gentil,2,2443,Homem,1940-1949,BA,Ederaldo Gentil
28842,qual,ederaldo-gentil,3,654,Homem,1940-1949,BA,Ederaldo Gentil
28843,quase,ederaldo-gentil,1,764,Homem,1940-1949,BA,Ederaldo Gentil
28844,razão,ederaldo-gentil,1,1038,Homem,1940-1949,BA,Ederaldo Gentil
28845,rei,ederaldo-gentil,6,998,Homem,1940-1949,BA,Ederaldo Gentil
28846,rosar,ederaldo-gentil,3,725,Homem,1940-1949,BA,Ederaldo Gentil
28847,sambar,ederaldo-gentil,1,6306,Homem,1940-1949,BA,Ederaldo Gentil
28848,santo,ederaldo-gentil,2,780,Homem,1940-1949,BA,Ederaldo Gentil
28849,saudade,ederaldo-gentil,2,2670,Homem,1940-1949,BA,Ederaldo Gentil
28850,sentir,ederaldo-gentil,1,3125,Homem,1940-1949,BA,Ederaldo Gentil
28851,sobrar,ederaldo-gentil,3,608,Homem,1940-1949,BA,Ederaldo Gentil
28852,sofrer,ederaldo-gentil,2,2090,Homem,1940-1949,BA,Ederaldo Gentil
28853,sol,ederaldo-gentil,3,2154,Homem,1940-1949,BA,Ederaldo Gentil
28854,solidão,ederaldo-gentil,1,878,Homem,1940-1949,BA,Ederaldo Gentil
28855,sonhar,ederaldo-gentil,6,2462,Homem,1940-1949,BA,Ederaldo Gentil
28856,sorriso,ederaldo-gentil,4,896,Homem,1940-1949,BA,Ederaldo Gentil
28857,suar,ederaldo-gentil,4,3445,Homem,1940-1949,BA,Ederaldo Gentil
28858,trabalhar,ederaldo-gentil,2,743,Homem,1940-1949,BA,Ederaldo Gentil
28859,trazer,ederaldo-gentil,2,1614,Homem,1940-1949,BA,Ederaldo Gentil
28860,tristeza,ederaldo-gentil,3,1071,Homem,1940-1949,BA,Ederaldo Gentil
28861,ver,ederaldo-gentil,3,9632,Homem,1940-1949,BA,Ederaldo Gentil
28862,vida,ederaldo-gentil,11,6401,Homem,1940-1949,BA,Ederaldo Gentil
28863,virar,ederaldo-gentil,1,1109,Homem,1940-1949,BA,Ederaldo Gentil
28864,viver,ederaldo-gentil,8,4828,Homem,1940-1949,BA,Ederaldo Gentil
28865,voltar,ederaldo-gentil,1,3429,Homem,1940-1949,BA,Ederaldo Gentil
28866,vontade,ederaldo-gentil,1,833,Homem,1940-1949,BA,Ederaldo Gentil
28867,água,ederaldo-gentil,1,1388,Homem,1940-1949,BA,Ederaldo Gentil
28868,abrir,elton-medeiros,2,912,Homem,1930-1939,RJ,Elton Medeiros
28869,acabar,elton-medeiros,2,1832,Homem,1930-1939,RJ,Elton Medeiros
28870,acreditar,elton-medeiros,1,756,Homem,1930-1939,RJ,Elton Medeiros
28871,adeus,elton-medeiros,1,801,Homem,1930-1939,RJ,Elton Medeiros
28872,agora,elton-medeiros,2,2881,Homem,1930-1939,RJ,Elton Medeiros
28873,alegria,elton-medeiros,1,1494,Homem,1930-1939,RJ,Elton Medeiros
28874,almo,elton-medeiros,1,613,Homem,1930-1939,RJ,Elton Medeiros
28875,alto,elton-medeiros,1,649,Homem,1930-1939,RJ,Elton Medeiros
28876,amar,elton-medeiros,6,9816,Homem,1930-1939,RJ,Elton Medeiros
28877,amigo,elton-medeiros,1,635,Homem,1930-1939,RJ,Elton Medeiros
28878,amor,elton-medeiros,18,31458,Homem,1930-1939,RJ,Elton Medeiros
28879,andar,elton-medeiros,1,1990,Homem,1930-1939,RJ,Elton Medeiros
28880,ano,elton-medeiros,1,667,Homem,1930-1939,RJ,Elton Medeiros
28881,aprender,elton-medeiros,2,704,Homem,1930-1939,RJ,Elton Medeiros
28882,bater,elton-medeiros,3,1694,Homem,1930-1939,RJ,Elton Medeiros
28883,beber,elton-medeiros,4,983,Homem,1930-1939,RJ,Elton Medeiros
28884,beleza,elton-medeiros,2,765,Homem,1930-1939,RJ,Elton Medeiros
28885,boca,elton-medeiros,1,1198,Homem,1930-1939,RJ,Elton Medeiros
28886,bolar,elton-medeiros,1,545,Homem,1930-1939,RJ,Elton Medeiros
28887,bom,elton-medeiros,3,3691,Homem,1930-1939,RJ,Elton Medeiros
28888,bonito,elton-medeiros,1,1166,Homem,1930-1939,RJ,Elton Medeiros
28889,brasileiro,elton-medeiros,1,549,Homem,1930-1939,RJ,Elton Medeiros
28890,brincar,elton-medeiros,1,742,Homem,1930-1939,RJ,Elton Medeiros
28891,cabeça,elton-medeiros,1,760,Homem,1930-1939,RJ,Elton Medeiros
28892,cair,elton-medeiros,1,1544,Homem,1930-1939,RJ,Elton Medeiros
28893,caminhar,elton-medeiros,1,1179,Homem,1930-1939,RJ,Elton Medeiros
28894,cansar,elton-medeiros,3,880,Homem,1930-1939,RJ,Elton Medeiros
28895,cantar,elton-medeiros,6,8891,Homem,1930-1939,RJ,Elton Medeiros
28896,carnaval,elton-medeiros,3,816,Homem,1930-1939,RJ,Elton Medeiros
28897,caro,elton-medeiros,1,2089,Homem,1930-1939,RJ,Elton Medeiros
28898,casar,elton-medeiros,2,2147,Homem,1930-1939,RJ,Elton Medeiros
28899,certo,elton-medeiros,2,571,Homem,1930-1939,RJ,Elton Medeiros
28900,chamar,elton-medeiros,1,1650,Homem,1930-1939,RJ,Elton Medeiros
28901,chegar,elton-medeiros,2,4489,Homem,1930-1939,RJ,Elton Medeiros
28902,cheio,elton-medeiros,1,743,Homem,1930-1939,RJ,Elton Medeiros
28903,chorar,elton-medeiros,10,4386,Homem,1930-1939,RJ,Elton Medeiros
28904,coisa,elton-medeiros,2,2410,Homem,1930-1939,RJ,Elton Medeiros
28905,comer,elton-medeiros,2,4536,Homem,1930-1939,RJ,Elton Medeiros
28906,conhecer,elton-medeiros,1,878,Homem,1930-1939,RJ,Elton Medeiros
28907,conseguir,elton-medeiros,2,767,Homem,1930-1939,RJ,Elton Medeiros
28908,contar,elton-medeiros,1,1269,Homem,1930-1939,RJ,Elton Medeiros
28909,coração,elton-medeiros,5,6266,Homem,1930-1939,RJ,Elton Medeiros
28910,correr,elton-medeiros,1,1081,Homem,1930-1939,RJ,Elton Medeiros
28911,criança,elton-medeiros,1,708,Homem,1930-1939,RJ,Elton Medeiros
28912,céu,elton-medeiros,1,2061,Homem,1930-1939,RJ,Elton Medeiros
